NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
78999,379,.47588340E-02,.10988595E-03,.92139244E-02,.73339605,192.77480
79999,379,.47011949E-02,.14775814E-03,.92301369E-02,.74262619,195.20096
80999,379,.46431654E-02,.86700747E-06,.98018646E-02,.75242805,197.77740
81999,379,.45873959E-02,.70122897E-04,.94089508E-02,.76183701,200.25057
82999,379,.45321478E-02,.18614235E-05,.89869499E-02,.77082396,202.61281
83999,379,.44781985E-02,.45537495E-06,.91612339E-02,.77998519,205.02086
84999,379,.44255156E-02,.20577538E-06,.10727882E-01,.79071307,207.84070
85999,379,.43740749E-02,.16672669E-05,.98080635E-02,.80052114,210.41878
86999,379,.43242767E-02,.41678872E-04,.10157824E-01,.81067896,213.08878
87999,379,.42752225E-02,.75621127E-05,.92689991E-02,.81994796,215.52516
88999,379,.42271991E-02,.11831351E-05,.97651482E-02,.82971311,218.09195
89999,379,.41802475E-02,.16019107E-05,.97699165E-02,.83948302,220.66000
90999,379,.41359930E-02,.15313194E-03,.12752056E-01,.85223508,224.01190
91999,379,.40965459E-02,.50690518E-03,.94249249E-02,.86166000,226.48926
92999,379,.40525610E-02,.59889878E-05,.94859600E-02,.87114596,228.98267
93999,380,.40214129E-02,.11246711E-02,.92411041E-02,.88038707,230.80042
94999,380,.39790824E-02,.55199694E-07,.89349747E-02,.88932204,233.14279
95999,381,.39418466E-02,.40448631E-03,.91650486E-02,.89848709,234.92490
96999,381,.39012890E-02,.77965480E-05,.90970993E-02,.90758419,237.30349
97999,381,.38616271E-02,.14468159E-04,.96449852E-02,.91722918,239.82534
98999,381,.38229338E-02,.31026540E-04,.92849731E-02,.92651415,242.25305
99999,381,.37847771E-02,.72993188E-05,.92658997E-02,.93578005,244.67578
100999,381,.37474740E-02,.17201276E-04,.92730522E-02,.94505310,247.10038
101999,381,.37107451E-02,.11610975E-05,.94258785E-02,.95447898,249.56494
102999,383,.36931383E-02,.18972667E-02,.92201233E-02,.96369910,250.65487
103999,384,.36711517E-02,.14065500E-02,.94039440E-02,.97310305,252.43915
104999,384,.36363177E-02,.13620809E-04,.96309185E-02,.98273396,254.93757
105999,384,.36031981E-02,.12567660E-03,.11812210E-01,.99454618,258.00185
106999,384,.35696167E-02,.10018010E-04,.92809200E-02,1.0038271,260.40948
107999,385,.35416877E-02,.55331099E-03,.89259148E-02,1.0127530,262.03998
108999,385,.35092318E-02,.40333961E-05,.89051723E-02,1.0216582,264.34410
109999,385,.34775058E-02,.19396495E-04,.88698864E-02,1.0305281,266.63910
110999,386,.34552141E-02,.10031472E-02,.90179443E-02,1.0395460,268.27289
111999,386,.34247904E-02,.47799058E-04,.88620186E-02,1.0484080,270.55989
112999,386,.33945093E-02,.30511257E-05,.88760853E-02,1.0572841,272.85052
113999,386,.33649101E-02,.20226029E-04,.88720322E-02,1.0661561,275.14010
114999,386,.33369636E-02,.15109895E-03,.90019703E-02,1.0751581,277.46321
115999,386,.33085682E-02,.43127120E-04,.88598728E-02,1.0840180,279.74966
116999,386,.32804338E-02,.16862625E-04,.88131428E-02,1.0928311,282.02404
117999,386,.32526783E-02,.53172646E-05,.89259148E-02,1.1017570,284.32753
118999,386,.32254024E-02,.68680042E-05,.90050697E-02,1.1107621,286.65144
119999,386,.31985441E-02,.24434907E-05,.89068413E-02,1.1196690,288.95001
120999,386,.31723330E-02,.27022117E-04,.88682175E-02,1.1285372,291.23861
121999,386,.31477072E-02,.16800610E-03,.90320110E-02,1.1375692,293.56947
122999,386,.31223049E-02,.23258978E-04,.88858604E-02,1.1464550,295.86263
123999,388,.31134079E-02,.20190784E-02,.90169907E-02,1.1554720,296.64660
124999,391,.31157944E-02,.34117185E-02,.88911057E-02,1.1643631,296.62672
125999,396,.31307544E-02,.50007412E-02,.90668201E-02,1.1734300,295.14727
126999,404,.31656899E-02,.75675280E-02,.89871883E-02,1.1824172,291.49510
127999,406,.31600528E-02,.24441498E-02,.88889599E-02,1.1913061,292.23385
128999,409,.31678187E-02,.41618443E-02,.15948057E-01,1.2072542,293.96491
129999,412,.31637044E-02,.26329670E-02,.89778900E-02,1.2162321,293.98572
130999,414,.31567125E-02,.22477619E-02,.89631081E-02,1.2251952,294.71567
131999,416,.31413759E-02,.11322989E-02,.89688301E-02,1.2341640,295.43987
132999,418,.31331037E-02,.20411907E-02,.90169907E-02,1.2431810,296.16854
133999,419,.31161528E-02,.86169760E-03,.89101791E-02,1.2520912,297.57635
134999,419,.30965471E-02,.46940639E-03,.88958740E-02,1.2609870,299.69057
135999,419,.30753864E-02,.21870659E-03,.90329647E-02,1.2700200,301.83738
136999,419,.30534805E-02,.74296406E-04,.89070797E-02,1.2789271,303.95427
137999,419,.30316790E-02,.44892954E-04,.26239872E-01,1.3051670,310.19053
138999,419,.30100853E-02,.30178759E-04,.89130402E-02,1.3140800,312.30883
139999,420,.29916837E-02,.43388478E-03,.90751648E-02,1.3231552,313.71379
140999,421,.29786953E-02,.11603244E-02,.89159012E-02,1.3320711,315.07436
141999,422,.29654048E-02,.10914633E-02,.88789463E-02,1.3409500,316.41972
142999,426,.29696352E-02,.35703533E-02,.89371204E-02,1.3498871,315.52503
143999,427,.29567991E-02,.11212477E-02,.90298653E-02,1.3589170,316.88862
144999,427,.29382036E-02,.26046224E-03,.88770390E-02,1.3677940,318.95868
145999,427,.29181213E-02,.62089746E-05,.88770390E-02,1.3766711,321.02873
146999,428,.29063869E-02,.11931836E-02,.89049339E-02,1.3855760,322.34714
147999,432,.29067497E-02,.29600822E-02,.92570782E-02,1.3948331,321.48320
148999,433,.28946202E-02,.10994689E-02,.90980530E-02,1.4039311,322.82959
149999,435,.28862782E-02,.16433244E-02,.88789463E-02,1.4128101,323.37112
150999,440,.28935093E-02,.39781653E-02,.90129375E-02,1.4218230,321.71977
151999,441,.28818536E-02,.11218508E-02,.89380741E-02,1.4307611,323.00486
152999,442,.28708242E-02,.11943674E-02,.88939667E-02,1.4396551,324.27416
153999,447,.28809378E-02,.44283159E-02,.89359283E-02,1.4485910,322.62098
154999,453,.28956473E-02,.51608825E-02,.91111660E-02,1.4577022,320.33085
155999,466,.29698074E-02,.14464561E-01,.91199875E-02,1.4668221,313.30188
156999,473,.30027656E-02,.81442004E-02,.89399815E-02,1.4757621,310.52469
157999,483,.30384173E-02,.86356982E-02,.90398788E-02,1.4848020,305.92762
158999,492,.30723025E-02,.84261411E-02,.91681480E-02,1.4939702,302.15850
159999,498,.30900050E-02,.59046757E-02,.90949535E-02,1.5030651,300.31724
160999,506,.31154797E-02,.71914034E-02,.89590549E-02,1.5120242,297.30698
161999,513,.31346769E-02,.62254176E-02,.12758970E-01,1.5247831,295.70390
162999,518,.31430550E-02,.45002897E-02,.89709759E-02,1.5337541,294.55777
163999,524,.31568128E-02,.53993325E-02,.90019703E-02,1.5427561,292.87634
164999,530,.31709485E-02,.54891875E-02,.89569092E-02,1.5517130,291.22432
165999,536,.31869887E-02,.58336096E-02,.90770721E-02,1.5607901,289.63139
166999,539,.31902176E-02,.37262033E-02,.88999271E-02,1.5696900,289.65294
167999,543,.31949079E-02,.39781755E-02,.89299679E-02,1.5786200,289.14329
168999,548,.32069469E-02,.52294980E-02,.89721680E-02,1.5875921,288.11900
169999,551,.32008224E-02,.21657811E-02,.89828968E-02,1.5965750,288.16296
170999,556,.32159196E-02,.57824343E-02,.89621544E-02,1.6055372,287.16014
171999,557,.32051913E-02,.13706664E-02,.88629723E-02,1.6144001,288.22405
172999,557,.31886259E-02,.33938950E-03,.89910030E-02,1.6233912,289.82924
173999,557,.31704076E-02,.18654794E-04,.88949203E-02,1.6322861,291.41728
174999,560,.31725184E-02,.35397920E-02,.90019703E-02,1.6412880,291.44586
175999,562,.31731315E-02,.32804390E-02,.89211464E-02,1.6502092,291.98132
176999,562,.31567861E-02,.28000119E-03,.90229511E-02,1.6592321,293.57780
177999,562,.31391277E-02,.13612093E-04,.89318752E-02,1.6681640,295.15817
178999,564,.31288007E-02,.12906076E-02,.89161396E-02,1.6770802,295.67756
179999,564,.31149390E-02,.63371095E-03,.88858604E-02,1.6859660,297.24418
180999,566,.31103521E-02,.22847047E-02,.90830326E-02,1.6950490,297.78358
181999,567,.30955904E-02,.42374753E-03,.88839531E-02,1.7039330,298.81335
182999,568,.30805123E-02,.33630607E-03,.89139938E-02,1.7128470,299.84472
183999,573,.30861784E-02,.41230788E-02,.90091228E-02,1.7218561,298.77659
184999,577,.30935424E-02,.44485050E-02,.89919567E-02,1.7308481,298.24282
185999,577,.30781375E-02,.22824049E-03,.88729858E-02,1.7397211,299.77173
186999,579,.30732274E-02,.21599640E-02,.89070797E-02,1.7486281,300.25969
187999,579,.30582930E-02,.26557371E-03,.90198517E-02,1.7576480,301.80850
188999,583,.30740757E-02,.60411957E-02,.89521408E-02,1.7666001,301.25229
189999,587,.30758005E-02,.34018014E-02,.89199543E-02,1.7755201,300.69809
190999,589,.30709322E-02,.21459525E-02,.89139938E-02,1.7844341,301.17551
191999,592,.30736268E-02,.35882842E-02,.90389252E-02,1.7934730,301.15805
192999,598,.30889247E-02,.60261193E-02,.89521408E-02,1.8024251,299.60646
193999,604,.31010507E-02,.54413506E-02,.89409351E-02,1.8113661,298.08368
194999,609,.31089251E-02,.46365535E-02,.89418888E-02,1.8203080,297.08084
195999,616,.31326297E-02,.77549945E-02,.90541840E-02,1.8293622,295.14501
196999,626,.31753753E-02,.11553482E-01,.89969635E-02,1.8383591,291.82923
