NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
237999,607,.25255780E-02,.50631207E-02,.90589523E-02,2.0959871,515.85799
238999,610,.25250294E-02,.23944793E-02,.89299679E-02,2.1049170,515.49764
239999,612,.25214388E-02,.16632836E-02,.88810921E-02,2.1137981,515.97398
240999,615,.25224828E-02,.27730305E-02,.88448524E-02,2.1226430,515.59516
241999,616,.25176944E-02,.13637185E-02,.86550713E-02,2.1312981,516.85362
242999,619,.25173031E-02,.24225969E-02,.86350441E-02,2.1399331,516.42221
243999,624,.25292790E-02,.54394146E-02,.86479187E-02,2.1485810,514.33724
244999,626,.25288536E-02,.24250635E-02,.86729527E-02,2.1572540,514.75664
245999,635,.25511509E-02,.80139565E-02,.90100765E-02,2.1662641,509.54965
246999,645,.25788619E-02,.93957408E-02,.89759827E-02,2.1752400,503.69454
247999,653,.26032337E-02,.86230464E-02,.88980198E-02,2.1841381,499.53211
248999,671,.26535474E-02,.15131294E-01,.89969635E-02,2.1931350,488.07550
249999,685,.26963864E-02,.13363241E-01,.88639259E-02,2.2019989,479.98755
250999,706,.27702966E-02,.21247777E-01,.90320110E-02,2.2110310,467.55475
251999,732,.28610807E-02,.25647818E-01,.90739727E-02,2.2201049,452.71943
252999,742,.28917504E-02,.10620475E-01,.89440346E-02,2.2290490,448.38732
253999,749,.29082077E-02,.70718950E-02,.90091228E-02,2.2380581,445.97117
254999,752,.29149409E-02,.46251496E-02,.87449551E-02,2.2468030,445.91870
255999,753,.29079220E-02,.11181289E-02,.87080002E-02,2.2555110,447.04948
256999,756,.29050785E-02,.21771335E-02,.87330341E-02,2.2642441,446.99053
257999,758,.29030305E-02,.23766882E-02,.87339878E-02,2.2729781,447.52479
258999,758,.28928311E-02,.26140541E-03,.86688995E-02,2.2816470,449.23161
259999,760,.28907694E-02,.23568005E-02,.86431503E-02,2.2902901,449.74065
260999,761,.28847515E-02,.13200918E-02,.88679790E-02,2.2991581,450.88575
261999,762,.28780154E-02,.11198900E-02,.87349415E-02,2.3078930,452.00176
262999,762,.28677775E-02,.18547646E-03,.86538792E-02,2.3165469,453.69663
263999,762,.28569507E-02,.95088557E-05,.86250305E-02,2.3251719,455.38584
264999,764,.28520852E-02,.15675822E-02,.86820126E-02,2.3338540,455.88355
265999,764,.28414248E-02,.16449401E-04,.88341236E-02,2.3426881,457.60916
266999,764,.28318925E-02,.29630349E-03,.87828636E-02,2.3514709,459.32476
267999,765,.28248997E-02,.95783940E-03,.87900162E-02,2.3602610,460.43601
268999,765,.28150032E-02,.16273594E-03,.89020729E-02,2.3691630,462.17261
269999,771,.28243137E-02,.53288320E-02,.88839531E-02,2.3780470,460.27701
270999,772,.28182277E-02,.11750082E-02,.86970329E-02,2.3867440,461.35886
271999,773,.28126098E-02,.12901759E-02,.87049007E-02,2.3954489,462.43940
272999,775,.28106475E-02,.22768886E-02,.87010860E-02,2.4041500,462.91521
273999,775,.28010421E-02,.17877557E-03,.86879730E-02,2.4128380,464.58806
274999,775,.27916427E-02,.21622251E-03,.86250305E-02,2.4214630,466.24880
275999,777,.27907988E-02,.25587360E-02,.88429451E-02,2.4303060,466.74073
276999,777,.27807520E-02,.78560351E-05,.88300705E-02,2.4391360,468.43655
277999,777,.27708677E-02,.32913067E-04,.87049007E-02,2.4478409,470.10832
278999,778,.27616146E-02,.18925800E-03,.86710453E-02,2.4565120,471.16405
279999,778,.27522149E-02,.12971459E-03,.87320805E-02,2.4652441,472.83888
280999,778,.27427332E-02,.87856038E-04,.88088512E-02,2.4740529,474.52844
281999,778,.27339449E-02,.26444494E-03,.87070465E-02,2.4827600,476.19846
282999,778,.27254503E-02,.32998054E-03,.87001324E-02,2.4914601,477.86717
283999,779,.27211027E-02,.14907429E-02,.89299679E-02,2.5003901,478.96111
284999,780,.27129646E-02,.40173989E-03,.86820126E-02,2.5090721,480.00479
285999,780,.27035601E-02,.23297174E-04,.86929798E-02,2.5177650,481.66782
286999,780,.26952464E-02,.31754859E-03,.86290836E-02,2.5263941,483.31863
287999,780,.26878627E-02,.56873790E-03,.86078644E-02,2.5350020,484.96538
288999,782,.26904557E-02,.34372436E-02,.86350441E-02,2.5436370,485.36628
289999,783,.26847418E-02,.10334293E-02,.86579323E-02,2.5522950,486.39310
290999,784,.26800521E-02,.13200523E-02,.86870193E-02,2.5609820,487.42282
291999,784,.26726043E-02,.50528151E-03,.88081360E-02,2.5697901,489.09924
292999,784,.26657293E-02,.65823609E-03,.86188316E-02,2.5784090,490.73963
293999,784,.26568408E-02,.52534164E-04,.86820126E-02,2.5870910,492.39205
294999,785,.26530845E-02,.15487193E-02,.87270737E-02,2.5958180,493.42037
295999,786,.26478383E-02,.11002372E-02,.86209774E-02,2.6044390,494.42591
296999,788,.26434740E-02,.13516230E-02,.86181164E-02,2.6130571,494.79630
297999,788,.26350519E-02,.13371657E-03,.86059570E-02,2.6216631,496.42588
298999,791,.26358908E-02,.28858840E-02,.88109970E-02,2.6304741,496.19521
299999,795,.26380969E-02,.32977057E-02,.87850094E-02,2.6392591,495.33416
300999,796,.26320527E-02,.81881161E-03,.87988377E-02,2.6480579,496.35783
301999,796,.26241830E-02,.25540889E-03,.85871220E-02,2.6566451,497.96742
302999,796,.26168925E-02,.41516481E-03,.85859299E-02,2.6652310,499.57679
303999,800,.26192433E-02,.33315127E-02,.86469650E-02,2.6738780,498.67824
304999,801,.26153120E-02,.14202071E-02,.85949898E-02,2.6824729,499.65328
305999,802,.26110230E-02,.13028780E-02,.86851120E-02,2.6911581,500.64264
306999,803,.26101975E-02,.23576041E-02,.88660717E-02,2.7000241,501.66314
307999,804,.26050690E-02,.10306383E-02,.86557865E-02,2.7086799,502.64205
308999,806,.26005051E-02,.11948205E-02,.86190701E-02,2.7172990,502.98350
309999,810,.26043124E-02,.37807521E-02,.86700916E-02,2.7259691,502.08312
310999,812,.26059259E-02,.31061150E-02,.86529255E-02,2.7346220,502.42954
311999,815,.26043391E-02,.21108557E-02,.86610317E-02,2.7432830,502.15543
312999,819,.26093336E-02,.41676073E-02,.87909698E-02,2.7520740,501.29078
313999,822,.26129969E-02,.37596138E-02,.89221001E-02,2.7609961,501.07041
314999,827,.26188672E-02,.44621292E-02,.90808868E-02,2.7700770,499.66227
315999,829,.26186604E-02,.25535053E-02,.86801052E-02,2.7787571,500.01203
316999,831,.26201526E-02,.30916839E-02,.86688995E-02,2.7874260,500.35806
317999,835,.26189509E-02,.22380183E-02,.86579323E-02,2.7960839,499.49444
318999,837,.26184900E-02,.24719219E-02,.86770058E-02,2.8047609,499.84057
319999,837,.26112431E-02,.29951283E-03,.86021423E-02,2.8133631,501.37357
320999,839,.26085608E-02,.17502018E-02,.86438656E-02,2.8220069,501.70844
321999,842,.26088601E-02,.27049429E-02,.88410378E-02,2.8308480,501.47699
322999,846,.26106533E-02,.31880572E-02,.87699890E-02,2.8396180,500.63875
323999,855,.26238828E-02,.68970079E-02,.88889599E-02,2.8485069,496.88955
324999,859,.26265188E-02,.34805703E-02,.88980198E-02,2.8574049,496.10737
325999,861,.26242340E-02,.18816968E-02,.91960430E-02,2.8666010,496.54124
326999,861,.26177032E-02,.48865610E-03,.91109276E-02,2.8757119,498.11940
327999,864,.26148049E-02,.16670620E-02,.88050365E-02,2.8845170,497.89968
328999,872,.26302629E-02,.77004843E-02,.90110302E-02,2.8935280,494.84638
329999,874,.26287846E-02,.21424162E-02,.91760159E-02,2.9027040,495.27304
330999,874,.26210265E-02,.60868506E-04,.25381088E-01,2.9280851,499.60368
331999,875,.26146230E-02,.49505037E-03,.86698532E-02,2.9367549,500.50695
332999,878,.26150747E-02,.27650457E-02,.90150833E-02,2.9457700,500.31790
333999,879,.26087386E-02,.49881875E-03,.87819099E-02,2.9545519,501.23520
334999,881,.26084144E-02,.25001474E-02,.88920593E-02,2.9634440,501.59569
335999,882,.26063079E-02,.19006357E-02,.88050365E-02,2.9722490,502.51228
336999,884,.26040388E-02,.18416037E-02,.90510845E-02,2.9813001,502.89542
337999,886,.26042821E-02,.26862879E-02,.88579655E-02,2.9901581,503.24428
338999,886,.25994814E-02,.97685531E-03,.88338852E-02,2.9989920,504.73102
339999,886,.25936429E-02,.61437370E-03,.87971687E-02,3.0077891,506.21159
340999,886,.25888477E-02,.95851139E-03,.87227821E-02,3.0165119,507.67964
341999,887,.25840960E-02,.96377553E-03,.87211132E-02,3.0252330,508.56998
342999,888,.25802675E-02,.12709154E-02,.86879730E-02,3.0339210,509.45273
343999,891,.25857903E-02,.44800868E-02,.89161396E-02,3.0428371,509.21931
344999,892,.25802822E-02,.68553062E-03,.87738037E-02,3.0516109,510.11166
345999,896,.25835029E-02,.36946281E-02,.87130070E-02,3.0603240,509.27070
