NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
206999,495,.24419055E-02,.44477017E-02,.90119839E-02,1.9636919,394.74175
207999,509,.24806978E-02,.10510667E-01,.90730190E-02,1.9727650,385.60385
208999,511,.24799369E-02,.23216776E-02,.88539124E-02,1.9816189,385.81073
209999,514,.24826179E-02,.30429343E-02,.88880062E-02,1.9905069,385.26764
210999,518,.24888116E-02,.37894959E-02,.88791847E-02,1.9993861,383.98248
211999,521,.24938061E-02,.35476334E-02,.91140270E-02,2.0085001,383.50016
212999,521,.24851673E-02,.65375406E-03,.88479519E-02,2.0173481,385.18957
213999,526,.24945200E-02,.44866260E-02,.88880062E-02,2.0262361,383.18974
214999,526,.24854216E-02,.53836854E-03,.87950230E-02,2.0350311,384.85301
215999,530,.24921807E-02,.39453900E-02,.91409683E-02,2.0441720,383.64867
216999,533,.24928313E-02,.26333622E-02,.91688633E-02,2.0533409,383.18886
217999,535,.24928860E-02,.25047614E-02,.91860294E-02,2.0625269,383.45653
218999,540,.24995863E-02,.39602358E-02,.26299000E-01,2.0888259,384.73079
219999,546,.25171698E-02,.63679401E-02,.92320442E-02,2.0980580,382.16165
220999,552,.25323183E-02,.58649662E-02,.92051029E-02,2.1072631,379.64330
221999,554,.25317804E-02,.24129214E-02,.91898441E-02,2.1164529,379.91476
222999,562,.25504199E-02,.66883540E-02,.25913000E-01,2.1423659,379.06154
223999,567,.25594074E-02,.45636220E-02,.89471340E-02,2.1513131,377.26898
224999,571,.25712104E-02,.52150676E-02,.88908672E-02,2.1602039,376.15922
225999,575,.25749050E-02,.34061953E-02,.93600750E-02,2.1695640,375.14592
226999,576,.25738227E-02,.23292057E-02,.88880062E-02,2.1784520,376.02502
227999,576,.25697779E-02,.16516302E-02,.90889931E-02,2.1875410,377.59388
228999,577,.25643529E-02,.13274572E-02,.89809895E-02,2.1965220,378.48320
