,,,,,,,,,,,,,,,,,,,,,
4.0076,125.24,1,60.234,159.99,4.0077,1.5939,68.199,1.8712,5.9017,0.037869,127.62,1,1,1,1,1,0.28165,1,1,1,1.0184
3.4102,117.36,1,53.087,101.02,3.4101,1.2933,44.359,2.6928,1.5995,0.030727,119.44,1,1,1,1,1,0.86133,1,1,1,0.57976
3.8882,123.97,1,59.019,146.24,3.8882,1.5301,62.897,2.008,2.6542,0.036354,126.29,1,1,1,1,1,0.59569,1,1,1,0.90782
3.6567,121.06,1,56.336,122.42,3.6566,1.4108,53.278,2.3139,0.90248,0.033519,123.28,1,1,1,1,1,1.6298,1,1,1,0.72856
3.7504,122.3,1,57.46,131.57,3.7503,1.4578,57.008,2.185,2.2486,0.034635,124.56,1,1,1,1,1,0.6765,1,1,1,0.79567
4.388,128.26,1,63.213,209.71,4.3881,1.8403,84.881,1.5409,1.7765,0.042531,130.81,1,1,1,1,1,0.99898,1,1,1,1.4703
2.5961,101.06,1,40.709,53.314,2.5961,0.96866,24.256,4.2324,1.7431,0.023011,102.66,1,1,1,1,1,0.60223,1,1,1,0.2834
3.6099,120.4,1,55.738,118.02,3.6099,1.3874,51.445,2.383,2.0846,0.032961,122.59,1,1,1,1,1,0.70168,1,1,1,0.69709
3.1396,112.62,1,49.189,81.759,3.1395,1.1764,36.252,3.1602,0.84793,0.027949,114.56,1,1,1,1,1,1.4889,1,1,1,0.45459
4.4346,128.57,1,63.527,216.73,4.4347,1.8714,87.043,1.5064,1.2143,0.043128,131.15,1,1,1,1,1,1.4719,1,1,1,1.5416
2.5729,100.5,1,40.337,52.339,2.5729,0.96035,23.846,4.2814,0.95915,0.022814,102.09,1,1,1,1,1,1.0794,1,1,1,0.27779
4.2793,127.5,1,62.45,194.27,4.2794,1.7689,80.003,1.6249,1.71,0.041179,130.01,1,1,1,1,1,1.0117,1,1,1,1.3205
4.465,128.76,1,63.724,221.4,4.4651,1.8915,88.442,1.4849,1.3894,0.043515,131.35,1,1,1,1,1,1.2966,1,1,1,1.5902
4.5041,129.01,1,63.973,227.58,4.5042,1.9175,90.268,1.4577,1.3961,0.044019,131.61,1,1,1,1,1,1.3018,1,1,1,1.6559
4.3958,128.29,1,63.239,210.64,4.3964,1.8428,85.057,1.5381,6.8868,0.042581,130.85,1,1,1,1,1,0.26634,1,1,1,1.4796
4.0132,125.31,1,60.294,160.69,4.0134,1.5972,68.479,1.8645,5.5097,0.037948,127.68,1,1,1,1,1,0.3014,1,1,1,1.0242
4.3251,127.83,1,62.779,200.64,4.3251,1.799,82.05,1.5886,1.419,0.041747,130.36,1,1,1,1,1,1.23,1,1,1,1.3812
4.1393,126.43,1,61.384,176,4.1394,1.6779,73.933,1.7429,2.5101,0.039485,128.86,1,1,1,1,1,0.67,1,1,1,1.1546
4.1926,126.85,1,61.807,182.79,4.1926,1.7129,76.246,1.696,1.0664,0.040132,129.32,1,1,1,1,1,1.5832,1,1,1,1.2149
3.9734,124.93,1,59.93,156.12,3.9734,1.5772,66.808,1.9053,1.1199,0.037473,127.29,1,1,1,1,1,1.4291,1,1,1,0.98671
4.4504,128.67,1,63.625,219.1,4.4505,1.8814,87.736,1.4957,2.1091,0.04332,131.25,1,1,1,1,1,0.85519,1,1,1,1.5662
4.4009,128.35,1,63.302,211.64,4.401,1.849,85.488,1.5311,1.3528,0.042699,130.91,1,1,1,1,1,1.3123,1,1,1,1.4897
2.9752,109.4,1,46.686,71.873,2.9754,1.1102,32.068,3.4682,4.6029,0.026375,111.24,1,1,1,1,1,0.26601,1,1,1,0.39334
4.4301,128.54,1,63.495,216.02,4.4302,1.8682,86.817,1.51,1.6815,0.043066,131.11,1,1,1,1,1,1.0649,1,1,1,1.5343
4.3487,127.99,1,62.938,203.95,4.3489,1.8139,83.066,1.5711,2.7366,0.042029,130.53,1,1,1,1,1,0.64653,1,1,1,1.4133
4.2924,127.6,1,62.546,196.08,4.2925,1.7776,80.593,1.6142,1.4354,0.041343,130.11,1,1,1,1,1,1.2069,1,1,1,1.3376
4.3401,127.94,1,62.887,202.79,4.3401,1.809,82.736,1.5767,1.098,0.041937,130.47,1,1,1,1,1,1.592,1,1,1,1.402
2.7188,103.9,1,42.67,58.753,2.7187,1.0132,26.549,3.9769,1.9649,0.024071,105.58,1,1,1,1,1,0.56027,1,1,1,0.31496
4.2853,127.53,1,62.483,195.01,4.2855,1.7719,80.203,1.6212,3.6501,0.041235,130.04,1,1,1,1,1,0.48035,1,1,1,1.3275
3.4133,117.39,1,53.117,101.23,3.4132,1.2943,44.432,2.6892,3.1426,0.030751,119.48,1,1,1,1,1,0.44297,1,1,1,0.58118
3.9325,124.48,1,59.5,151.3,3.9324,1.5545,64.913,1.9537,1.7088,0.036933,126.82,1,1,1,1,1,0.93034,1,1,1,0.94789
3.9986,125.16,1,60.158,158.98,3.9987,1.5896,67.845,1.8798,4.2688,0.037769,127.54,1,1,1,1,1,0.38468,1,1,1,1.0101
3.2463,114.56,1,50.75,88.856,3.2463,1.2208,39.226,2.9712,3.6409,0.029004,116.56,1,1,1,1,1,0.36476,1,1,1,0.49979
3.6902,121.52,1,56.747,125.63,3.6901,1.4276,54.597,2.2667,1.0835,0.033917,123.75,1,1,1,1,1,1.3716,1,1,1,0.75185
4.3936,128.29,1,63.247,210.51,4.3938,1.8436,85.112,1.5372,2.523,0.042595,130.85,1,1,1,1,1,0.70758,1,1,1,1.4783
4.5309,129.17,1,64.142,231.94,4.531,1.9356,91.546,1.4393,1.0588,0.044371,131.79,1,1,1,1,1,1.7231,1,1,1,1.7035
3.448,117.97,1,53.609,104.06,3.448,1.3107,45.636,2.6313,1.2467,0.03114,120.07,1,1,1,1,1,1.1149,1,1,1,0.60022
4.2316,127.14,1,62.094,187.83,4.2317,1.7375,77.888,1.6642,2.4982,0.04059,129.63,1,1,1,1,1,0.68815,1,1,1,1.2606
3.3513,116.39,1,52.266,96.484,3.3512,1.267,42.456,2.79,1.2162,0.0301,118.44,1,1,1,1,1,1.1106,1,1,1,0.54955
3.6934,121.56,1,56.789,125.95,3.6934,1.4293,54.734,2.2619,0.8804,0.033958,123.79,1,1,1,1,1,1.6873,1,1,1,0.75423
3.6777,121.33,1,56.576,124.35,3.6776,1.4205,54.041,2.2864,3.1614,0.03375,123.55,1,1,1,1,1,0.4745,1,1,1,0.74257
4.3453,127.96,1,62.906,203.39,4.3455,1.8109,82.858,1.5747,4.2522,0.041971,130.49,1,1,1,1,1,0.41965,1,1,1,1.4079
4.1166,126.25,1,61.211,173.25,4.1166,1.6639,73.021,1.7621,1.1527,0.039229,128.68,1,1,1,1,1,1.4388,1,1,1,1.1306
3.3313,116.03,1,51.963,94.936,3.331,1.2575,41.783,2.8261,3.6964,0.029875,118.07,1,1,1,1,1,0.36879,1,1,1,0.53935
3.7291,122.03,1,57.218,129.47,3.7291,1.4473,56.172,2.2126,1.0626,0.034387,124.28,1,1,1,1,1,1.4131,1,1,1,0.78009
3.1304,112.44,1,49.046,81.161,3.1301,1.1726,36.001,3.1776,0.83437,0.027857,114.37,1,1,1,1,1,1.5084,1,1,1,0.45083
3.3226,115.91,1,51.863,94.352,3.3226,1.2544,41.561,2.838,1.0311,0.0298,117.95,1,1,1,1,1,1.2972,1,1,1,0.53552
3.6996,121.64,1,56.856,126.53,3.6995,1.4321,54.955,2.2542,1.7702,0.034024,123.87,1,1,1,1,1,0.84521,1,1,1,0.75842
4.4126,128.43,1,63.382,213.41,4.4127,1.8569,86.035,1.5223,1.0875,0.04285,130.99,1,1,1,1,1,1.634,1,1,1,1.5076
4.4389,128.6,1,63.554,217.37,4.439,1.8741,87.23,1.5035,1.5007,0.04318,131.17,1,1,1,1,1,1.1943,1,1,1,1.5482
2.8321,106.41,1,44.463,64.241,2.8321,1.0554,28.862,3.7475,1.9967,0.025073,108.16,1,1,1,1,1,0.57443,1,1,1,0.34735
4.04,125.6,1,60.582,164.11,4.04,1.615,69.854,1.8323,1.2857,0.038336,127.99,1,1,1,1,1,1.267,1,1,1,1.0527
3.5069,118.88,1,54.401,108.94,3.5068,1.3381,47.677,2.5385,1.3789,0.03179,121.02,1,1,1,1,1,1.026,1,1,1,0.63358
4.3976,128.33,1,63.281,211.15,4.3976,1.8469,85.342,1.5334,1.1586,0.042658,130.89,1,1,1,1,1,1.5292,1,1,1,1.4848
