0.25	8.334448
0.75	8.779264
1.25	9.458194
1.75	12.05686
2.25	10.58194
2.75	10.44147
3.25	12.29097
3.75	10.16053
4.25	10.58194
4.75	8.123746
5.25	8.755853
5.75	8.779264
6.25	9.036789
6.75	8.264214
7.25	8.966555
7.75	8.474916
8.25	8.287625
8.75	7.070234
9.25	7.67893
9.75	6.48495
10.25	5.759197
10.75	4.869565
11.25	4.588629
11.75	3.464883
12.25	5.782609
12.75	4.448161
13.25	4.448161
13.75	2.973244
14.25	3.511706
14.75	2.949833
15.25	2.856187
15.75	2.177258
16.25	2.341137
16.75	2.153846
17.25	2.411371
17.75	2.341137
18.25	3.792642
18.75	3.93311
19.25	5.150502
19.75	5.173913
20.25	6.391304
20.75	4.799331
21.25	5.782609
21.75	6.391304
22.25	7.889632
22.75	8.498327
23.25	9.177258
23.75	8.170568
24.25	9.060201
