0	2.909366
10	3.942598
20	5.383686
30	6.199396
40	5.519638
50	5.274925
60	7.722054
70	7.558913
80	7.613293
90	7.531722
100	6.253777
110	8.1571
120	6.145015
130	5.927493
140	9.081572
150	8.97281
160	8.265862
170	6.987916
180	7.613293
190	8.18429
200	9.652568
210	10.25076
220	10.87613
230	10.6858
240	9.706949
250	9.435045
260	11.69184
270	13.92145
280	13.2145
290	14.19335
300	12.88822
310	14.95468
320	13.97583
330	13.24169
340	14.24774
350	12.6707
360	13.18731
370	11.58308
380	15.25378
390	13.83988
400	14.19335
410	14.60121
420	13.54079
430	12.39879
440	13.26888
450	12.39879
460	14.41088
470	14.65559
480	16.17825
490	15.7432
500	16.01511
510	15.41692
520	14.13897
530	15.1994
540	15.28097
550	15.22659
560	14.9003
570	12.26284
580	13.37764
590	12.01813
600	11.39275
610	11.5287
620	14.27493
630	14.6284
640	14.41088
650	14.00302
660	14.98187
670	12.9426
680	12.0997
690	11.88218
700	10.9577
710	10.9577
720	11.03928
730	11.50151
740	13.29607
750	12.80665
760	13.13293
770	12.29003
780	12.9426
790	11.8006
800	11.71903
810	11.12085
820	10.49547
830	10.90332
840	10.84894
850	9.543807
860	9.190332
870	8.510574
880	9.652568
890	10.16918
900	10.00604
910	9.78852
920	10.33233
930	8.864049
940	7.993958
950	7.287009
960	7.858006
970	7.069487
980	6.770393
990	7.178248
1000	6.851964
1010	6.607251
1020	6.335348
1030	6.987916
1040	6.770393
1050	6.743203
1060	6.117825
1070	5.138973
1080	5.030211
1090	5.329305
1100	5.546828
1110	6.743203
1120	6.743203
1130	6.063444
1140	4.785499
1150	5.68278
1160	4.758308
1170	5.845922
1180	5.845922
1190	5.302115
1200	5.73716
1210	5.465257
1220	5.900302
1230	5.084592
1240	4.785499
1250	4.785499
1260	3.752266
1270	3.752266
1280	4.649547
1290	5.138973
1300	4.540786
1310	4.676737
1320	5.601209
1330	4.785499
1340	4.83988
1350	4.268882
1360	4.540786
1370	4.024169
1380	4.948641
1390	4.105741
1400	4.05136
1410	4.07855
1420	5.057402
1430	5.383686
1440	4.07855
