40	12.14953
70	11.83801
100	10.77882
130	10.34268
160	10.18692
190	9.688474
220	10.46729
250	10.15576
280	10.24922
310	10.12461
340	9.439253
370	9.470406
400	8.753894
420	8.380062
450	8.130841
480	8.317758
510	8.255452
550	13.23988
580	14.54829
610	10.49844
640	9.563863
660	7.788162
690	6.35514
720	5.264798
750	4.267913
780	3.613707
810	3.364486
840	3.395639
870	3.364486
900	3.956386
930	3.457944
960	3.676013
990	4.610592
1020	6.105919
1050	7.071651
1080	7.632399
1110	9.501558
1140	10.87227
1170	12.8972
1200	11.96262
1240	13.23988
1270	14.01869
1300	15.17134
1330	16.54206
1360	14.23676
1390	12.8972
1420	12.92835
1440	12.11838
