40	11.40187
70	10.46729
100	9.595016
130	9.657321
160	9.563863
190	9.4081
220	8.442368
250	8.566978
280	9.376947
300	8.442368
330	8.286605
360	7.632399
390	6.479751
420	6.479751
450	6.573209
480	6.137072
510	5.576324
540	9.252337
570	8.00623
600	5.451714
630	5.17134
660	3.987539
690	3.333333
720	3.302181
750	2.803738
780	2.461059
810	2.58567
840	2.834891
870	2.367601
900	2.274143
930	3.239876
960	3.738318
990	3.676013
1020	4.735203
1050	6.043614
1080	6.261683
1110	6.635514
1140	6.853583
1170	8.34891
1210	10.71651
1240	12.67913
1270	13.58255
1300	13.80062
1330	14.29907
1360	13.14642
1390	13.02181
1420	12.52337
1440	12.11838
