Cost k_stress k_i V_S3 K_m1 K_P2 V_S4 K_m2 K_P3 V_S5 K_m3 K_d1 K_d2 K_d3 n1 n2 K_b G_tot V_S2 K1 K_d5
2.098551044554614577e+02 1.964106030092003152e+01 1.021886574349005317e+00 3.705895627757350930e+00 1.000000000000000000e+00 8.698502350208965339e+00 7.634814247979685442e-01 1.813095978031376676e+00 1.199999999999999956e+00 8.000000000000000167e-03 3.484904691864747217e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 5.198291498939354049e+00 6.000000000000000000e+00 8.000000000000000167e-03 3.639063607449565030e+00 1.000000000000000021e-02 6.437944454521093984e-01 8.999999999999999667e-02
1.345161903193903470e+02 1.739549901773441221e+01 1.512732965311880617e+00 3.982604367521469513e+00 1.547886922375394603e+00 9.719799057923925290e+00 1.117616653571587682e+00 6.988383403675514360e-01 1.036193299301167325e+00 3.822722298267716267e-03 4.661084468552151305e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.845690313107081870e-01 4.601276951524756242e+00 5.385595503694504238e+00 2.089507145115493056e-02 3.476717930596674666e+00 2.519008718713364181e-02 3.745767192005052815e-01 8.990415128899521824e-02
1.264608171201901712e+02 1.806717394807422394e+01 1.487314401888126580e+00 3.619788175567570043e+00 1.998424663567074377e+00 1.063639359516560390e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.181377500841537920e+00 6.250004396252507345e-03 7.291761124764671587e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.536336135280253590e-01 5.702971632219351328e+00 5.358795080192750859e+00 4.402152047941902679e-02 2.663541017497111696e+00 7.000000000000000666e-02 6.252208766417310937e-01 8.303694768037668539e-02
1.265544023713452759e+02 1.575287079758551911e+01 1.436144872634184555e+00 3.718747066749459762e+00 2.000000000000000000e+00 1.043969085737280444e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 8.000000000000000167e-03 4.166222989053216391e-02 4.996358579667607540e-03 1.000000000000000021e-02 3.628956603883138898e-01 4.620953234177903823e+00 4.569192669323784983e+00 3.977165916514292104e-02 2.795331935338719376e+00 6.998937904659444098e-02 2.538346196567412005e-01 8.997347495847622667e-02
1.256111431884826430e+02 1.101667804600271516e+01 1.632741377605264388e+00 3.000000000000000000e+00 2.000000000000000000e+00 7.000000000000000000e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 3.001303743502815521e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.690606118472505304e-01 4.398272960180569235e+00 4.776803396503973786e+00 5.000000000000000278e-02 2.906760995989169150e+00 5.147321852761424510e-02 2.835858903186493363e-01 8.999999999999999667e-02
1.345142950133538591e+02 1.042197213887433449e+01 1.580344094229529928e+00 3.084241116219789358e+00 1.691529355157313175e+00 1.005898640067277050e+01 1.392388479197638862e+00 8.903826168246130601e-01 1.029267869980946770e+00 7.999481586441790221e-03 5.530864497432968346e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.909035141954108061e-01 5.711888612904260754e+00 5.776854722952887045e+00 1.839990443432521286e-02 3.428514906965040243e+00 4.150133998276155783e-02 3.580387442758554140e-01 8.924604964302480792e-02
1.265559908813200281e+02 1.997180930360815765e+01 1.552563879859063745e+00 3.002329702151115942e+00 2.000000000000000000e+00 7.522187054078255386e+00 1.500000000000000000e+00 2.088631181112774737e-01 1.199999999999999956e+00 1.000000000000000021e-03 7.812512889216174927e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.697387719851399357e-01 5.783688169641878929e+00 5.233323478022928299e+00 5.000000000000000278e-02 2.921413146735110988e+00 5.506839787592765489e-02 4.845013411232170220e-01 8.999999999999999667e-02
1.347594702404195459e+02 1.363741372384037298e+01 1.486763625162730529e+00 3.997489675038915724e+00 1.615967403171642669e+00 1.010151778626405061e+01 1.499050144234467918e+00 8.468787108658522023e-01 1.199999999999999956e+00 7.999259331343201024e-03 6.560922038248907795e-02 5.000000000000000104e-03 1.000000000000000021e-02 4.093550464531064415e-01 5.144735635996729783e+00 5.243636050867078069e+00 1.016226501408104381e-02 3.938826591893731521e+00 6.163825227182163913e-02 3.957053157567633761e-01 8.999999999999999667e-02
1.308374174176353790e+02 6.693954571008849719e+00 1.702773003699755039e+00 3.975214785573277787e+00 1.545355104591445095e+00 8.373519316132792767e+00 1.240099173996330295e+00 1.387816170066775434e-01 1.089725978198931911e+00 6.698966300898401456e-03 4.196454851346345660e-02 5.000000000000000104e-03 1.000000000000000021e-02 4.072146386078453473e-01 4.795657747422287009e+00 4.846015913439353007e+00 2.154548819186562908e-02 3.301416700934974191e+00 3.512178584684694932e-02 4.431019727821823295e-01 8.892380552869287580e-02
1.280389419108862512e+02 1.060122257090136877e+01 1.719241173557948033e+00 3.007031218249429205e+00 1.999942467677106483e+00 9.350316398310205557e+00 1.499957867278044255e+00 9.485438386773994979e-02 8.037867658525341685e-01 1.000000000000000021e-03 7.336125702198721676e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.663463054554268461e-01 5.315144070538182497e+00 5.524310768457446841e+00 4.977122451017743782e-02 3.044940013305571291e+00 1.087828499090187639e-02 3.195153224072318499e-01 8.761913221517368677e-02
1.258487191764030229e+02 1.763539676222399422e+01 1.547029931550349069e+00 3.266649855069615249e+00 2.000000000000000000e+00 9.854669295937297235e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 4.599890129924955745e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.655951993213484852e-01 4.533544062028885158e+00 5.768830674375309719e+00 5.000000000000000278e-02 2.658352543471916185e+00 7.000000000000000666e-02 4.208000395791842152e-01 8.297669804308623054e-02
1.257939605237905880e+02 1.567949364790819011e+01 1.554459283089208554e+00 3.418458778473896231e+00 2.000000000000000000e+00 7.808023459531540311e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 4.834267651806591071e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.622882622483457604e-01 4.986675401611936564e+00 4.917221187257498904e+00 5.000000000000000278e-02 2.812345116216671048e+00 6.584575135274112201e-02 4.256245132995846725e-01 8.999999999999999667e-02
1.310203061202665822e+02 9.794783167620549236e+00 1.745644808670037795e+00 3.285877424098941013e+00 1.073209721775719494e+00 7.519743967898461001e+00 1.492711042088768369e+00 1.782453722609579350e-01 9.183986723950057218e-01 7.999995757518075373e-03 4.370134513408542587e-02 4.924168488118814066e-03 1.000000000000000021e-02 3.675980131113738003e-01 4.810161082033259206e+00 5.765682225008424311e+00 4.070906344859515080e-02 2.743566866347517230e+00 3.919287094005688421e-02 2.956864738871427534e-01 7.635929106941458100e-02
1.309176915104665397e+02 9.462697099516283572e+00 1.575720021302841056e+00 3.741440082116818555e+00 1.712443376452119637e+00 1.027913614473043680e+01 1.198276970277348363e+00 1.552654398967431293e-01 9.950471038527213263e-01 5.036111413164984230e-03 5.588493177899029468e-02 2.538122210255905863e-03 9.513780575113841426e-03 3.748219057025976020e-01 4.419846619177898894e+00 4.723938173361639237e+00 2.809271856575721454e-02 3.218959260571602865e+00 2.255129302748497960e-02 4.770065403612009369e-01 8.833558261222140828e-02
1.257839893707594854e+02 1.806345922755294353e+01 1.479200689047911466e+00 3.274401347744248625e+00 2.000000000000000000e+00 9.699311803479192307e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 6.196753986567011402e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.649957142792691345e-01 5.759044247204597511e+00 4.863722905725063939e+00 5.000000000000000278e-02 2.812952475903691685e+00 6.519385397362484347e-02 5.457516536459335876e-01 8.999999999999999667e-02
1.256150193589829342e+02 1.346801770831797462e+01 1.586331284386573781e+00 3.000129908621676389e+00 2.000000000000000000e+00 8.494475420538689647e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 2.999999999999999889e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.691831523720772168e-01 4.711308923293001882e+00 5.305840126129846013e+00 5.000000000000000278e-02 2.775162198757992638e+00 7.000000000000000666e-02 3.870401850694034640e-01 8.999999999999999667e-02
1.279376378716298746e+02 1.462342258084864355e+01 1.619892548273518251e+00 3.992928184418212290e+00 1.985227126219978544e+00 8.704635999563732796e+00 1.500000000000000000e+00 8.000000000000000167e-02 9.658729917156937406e-01 1.000090549452696152e-03 6.674366914045663790e-02 2.976007278748737332e-03 1.000000000000000021e-02 3.516357137304905178e-01 4.650552263836082112e+00 5.406134661131969388e+00 4.759765438765667378e-02 2.771578755379494829e+00 1.223782959601799579e-02 4.215436818575342137e-01 6.777558936819248758e-02
1.260179728103798027e+02 1.181344283071227785e+01 1.504625339445222032e+00 3.146222251782210932e+00 2.000000000000000000e+00 8.236509401293460542e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199847859529582283e+00 1.008750893899772226e-03 3.561429651502975163e-02 3.317640258468165012e-03 1.000000000000000021e-02 3.686357853114612393e-01 5.398731124990034935e+00 4.080262818235415700e+00 4.597881384604923793e-02 3.017711120443026918e+00 3.525458043940445790e-02 6.145621842649136024e-01 8.999677328100263995e-02
1.357338539018777510e+02 7.367852850924977659e+00 1.618643632451880698e+00 3.462404751583388673e+00 1.656473817149122452e+00 8.131349320145092818e+00 1.406451951348334006e+00 1.021756528823426935e+00 1.095610184116762031e+00 3.937684064428835853e-03 4.053067903896207663e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.963277060140529273e-01 5.185049806103069869e+00 4.983943544041649076e+00 1.099886534824863309e-02 4.406227937902755798e+00 1.881773569242733979e-02 3.523620673869825581e-01 8.877771524584644747e-02
1.363387704427145195e+02 1.677203952381037766e+01 1.524138142185412104e+00 3.758337050265518897e+00 1.190708428200960789e+00 7.982263190163162214e+00 1.046388170477710711e+00 8.808557814052305757e-01 1.175416606216613813e+00 8.000000000000000167e-03 6.760674512289134575e-02 3.679546149643854718e-03 1.000000000000000021e-02 3.871161182540418522e-01 4.674613433933707540e+00 5.360735903226704124e+00 1.794967775535572310e-02 3.576342177932360311e+00 3.032154731236718498e-02 2.287702343403956728e-01 8.956636885678123661e-02
1.258768367020285837e+02 1.426395535627655775e+01 1.512798147338762167e+00 3.005628141488401628e+00 1.999166015097209259e+00 9.915465214285358542e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.288120195538302801e-03 4.564403186607993157e-02 4.853999427216171628e-03 1.000000000000000021e-02 3.695993584748302196e-01 4.913936146552822848e+00 4.968824311000928695e+00 4.879420265273107932e-02 2.797590278840685674e+00 4.892053836876288780e-02 3.474156684889143643e-01 8.297269285931342664e-02
1.319261512925721149e+02 1.101889301434587409e+01 1.552621405912454566e+00 3.696050105476091474e+00 1.702282294005978525e+00 7.694853081520506954e+00 1.314379061236426116e+00 4.087710178581011600e-01 1.136587377737799720e+00 7.999964786248446591e-03 5.642991893253940239e-02 5.000000000000000104e-03 9.999957213955025861e-03 3.866977859317812793e-01 4.335160877007228741e+00 4.712786960988951890e+00 2.296771591045231736e-02 3.297183322042981146e+00 2.825911959554732594e-02 6.702203816278793358e-01 8.743704656545205067e-02
1.281494156340293102e+02 6.849883922174321071e+00 1.643746257499561603e+00 3.505496230586251816e+00 1.971121506693127801e+00 8.577388313043329049e+00 1.499999871866708245e+00 8.000003833699197153e-02 1.199999471411114405e+00 5.576393096207166167e-03 4.588529543578539344e-02 2.000000000000000042e-03 1.000000000000000021e-02 3.854821683498144136e-01 5.126395756771749745e+00 4.865066914212753169e+00 3.175593355998351797e-02 2.821641883402266959e+00 4.938533172173290020e-02 4.044493518448205593e-01 8.073019450254678708e-02
1.258042023686401194e+02 1.495187614131015863e+01 1.593535670451156960e+00 3.420163220201435816e+00 2.000000000000000000e+00 7.496280517744063232e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 5.052334985459652067e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.630726512375846426e-01 4.120725308741739035e+00 5.236490279154486949e+00 5.000000000000000278e-02 2.758361019417124194e+00 7.000000000000000666e-02 6.720961954734172572e-01 8.857403529888722982e-02
1.257650619273453856e+02 1.800199988203775803e+01 1.505955022401592736e+00 3.132544027072913906e+00 2.000000000000000000e+00 1.059829742782443418e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 4.934120507215691842e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.680969447955173002e-01 5.510789607858161077e+00 5.418676244636259298e+00 5.000000000000000278e-02 2.718986507118350548e+00 7.000000000000000666e-02 4.511628207462932139e-01 8.678056548100461509e-02
1.354144273753796597e+02 1.401458532690123704e+01 1.490429542741502633e+00 3.150225884179400637e+00 1.297896842868125233e+00 1.001928517539619534e+01 1.056534598700456851e+00 7.588428469746821836e-01 1.191749546935611415e+00 8.000000000000000167e-03 7.054770304071709963e-02 5.000000000000000104e-03 1.000000000000000021e-02 4.104446415681181626e-01 5.535906766260429102e+00 5.255041503165335470e+00 1.921996834169821533e-02 3.558250020400152813e+00 2.348386412516460450e-02 3.328285490262152257e-01 8.965266810271978193e-02
1.331648013189725930e+02 1.391173570307035057e+01 1.535553181440096893e+00 3.034781137504344972e+00 1.999213381764683772e+00 8.994336881739322109e+00 1.372243701841038055e+00 1.005511902788589484e+00 1.038496286041205252e+00 1.793935702262746193e-03 4.149133555639984011e-02 3.495212801352285889e-03 1.000000000000000021e-02 3.783442350893838069e-01 4.519097497011750342e+00 5.533385200053546171e+00 2.292178236847802059e-02 3.466459850195999781e+00 1.765621883975512438e-02 4.826640034528887901e-01 8.966592366216706578e-02
1.257535974482298116e+02 1.721983424916800942e+01 1.523905358386543396e+00 3.049679112149361604e+00 2.000000000000000000e+00 1.070308946021887841e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 3.150495439713849044e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.693680639116538322e-01 4.771781080847841139e+00 5.616830384768126017e+00 5.000000000000000278e-02 2.694152317150404929e+00 7.000000000000000666e-02 5.615884327895392936e-01 8.537024904354008348e-02
1.282889424199238420e+02 7.952599219199056435e+00 1.780241247966584339e+00 3.192244641548434014e+00 1.948760619045349474e+00 7.497645967935951283e+00 1.375753786574595017e+00 8.000000000000000167e-02 8.765205719908670812e-01 6.146759847827630921e-03 3.955818716038126542e-02 2.289268118154037020e-03 1.000000000000000021e-02 3.628356001842758527e-01 4.910310919640053839e+00 5.183195632788653917e+00 4.485857074537153572e-02 3.108725602380252973e+00 1.289881234843096025e-02 4.910126663534227776e-01 8.995364711582751194e-02
1.301546001526824341e+02 1.451328163401606730e+01 1.681500301443057843e+00 3.317741269210039867e+00 1.579136272042515055e+00 8.395686866885711197e+00 1.385649604571477678e+00 2.198491376274073483e-01 8.675124972533337919e-01 4.114978598040484360e-03 7.037253737312515467e-02 2.000000000000000042e-03 7.242457563298990673e-03 3.738353926396842941e-01 5.266825955438908302e+00 5.597078642320091113e+00 4.792464253768903559e-02 2.989547450421317087e+00 3.101994029754244833e-02 4.945638600953765063e-01 8.991379193360411748e-02
1.294899238960791763e+02 7.879688608673771633e+00 1.655425071806334802e+00 3.613192261226698232e+00 1.636909385665474392e+00 9.726172864113586058e+00 1.337638670605577840e+00 8.000000000000000167e-02 1.138089766743316522e+00 8.000000000000000167e-03 4.105304643360413452e-02 4.997053059480327346e-03 1.000000000000000021e-02 3.917039330136004027e-01 4.837331085643929995e+00 5.709612169856200126e+00 2.742817103273882673e-02 2.788676678731502268e+00 6.867909821157736072e-02 6.275283039755161774e-01 8.506506547101733151e-02
1.320862089851412122e+02 9.573209825751868962e+00 1.581013283173130057e+00 3.623595324077218738e+00 1.349037904880752814e+00 8.443017963090444056e+00 1.453005311207536066e+00 3.409045472139807798e-01 1.004560964228761843e+00 3.661062474808992988e-03 5.280271094319106268e-02 4.281790821972232194e-03 1.000000000000000021e-02 3.750015060132779743e-01 4.694789113190471319e+00 4.304540450336258317e+00 2.430498670181139784e-02 3.284954837449627352e+00 3.127690709533868102e-02 5.094916574798415976e-01 8.989050390092091780e-02
1.352242391614641406e+02 7.373002179095161424e+00 1.636151232741889006e+00 3.773772289745265240e+00 1.797232211612557640e+00 9.532463268924249888e+00 1.131172791766870800e+00 7.133082812328402911e-01 1.113532584803676562e+00 5.838408382048419602e-03 5.913624264625903099e-02 5.000000000000000104e-03 1.000000000000000021e-02 4.211322915718245241e-01 5.345636716309956071e+00 5.575479691263285353e+00 1.164174482051210172e-02 4.254211427102839949e+00 2.439589334593168096e-02 5.374281451932829690e-01 8.999999999999999667e-02
1.265380599712664491e+02 1.609051198322974940e+01 1.503464888501553576e+00 3.164701425807886270e+00 1.994261013227311308e+00 9.648175095105381516e+00 1.461215779266058279e+00 8.000000000000000167e-02 1.120240429894541867e+00 7.347465912086021365e-03 7.086704732085109815e-02 4.798943992267772247e-03 1.000000000000000021e-02 3.485628358862068454e-01 5.212752243888994386e+00 4.859607439835685661e+00 4.989999573137738481e-02 2.858041272466090632e+00 5.410502630403030144e-02 3.215725347839922255e-01 8.991070991845116767e-02
1.261841294701457912e+02 1.946206870407696243e+01 1.555469521804353716e+00 3.790009068819935933e+00 2.000000000000000000e+00 8.065845064832197764e+00 1.476579055986859013e+00 8.670352757510825514e-02 1.199999979087507107e+00 1.000125646609434761e-03 4.055476887694764443e-02 4.997698994638195662e-03 1.000000000000000021e-02 3.584598188152768317e-01 4.815988533977432873e+00 5.505565057876242285e+00 4.996375635408922128e-02 2.685378613918730117e+00 6.999641724896200901e-02 4.918801410218087145e-01 8.467348204678105950e-02
1.269860952045992377e+02 1.440917783165985178e+01 1.558193608542775221e+00 3.914972939243958727e+00 1.958710408359862321e+00 9.515118848574108057e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.283086236540261242e-03 6.745260895496692222e-02 2.000000000000000042e-03 1.000000000000000021e-02 3.646638097489215413e-01 5.233598961320967469e+00 5.616941862576117828e+00 4.022486462590016409e-02 2.606704274773548935e+00 4.838577996199436987e-02 6.789295584995134192e-01 6.941155762876961843e-02
1.319652512601627450e+02 7.579621006064972910e+00 1.745056401371034127e+00 3.075621234920975056e+00 1.372732871963704415e+00 7.529697561600022127e+00 1.156109939823621202e+00 2.433717916655105395e-01 1.023804921646725985e+00 7.993744156060437686e-03 4.806940102243131840e-02 4.889620681173677263e-03 9.998272908573519260e-03 3.997596678969220219e-01 4.876637661803129298e+00 5.970380694254132870e+00 2.912890718167998952e-02 3.050347535985403979e+00 4.219893439568650484e-02 3.028972892978282760e-01 8.980316301969948345e-02
1.284928288673355041e+02 1.766372998684125761e+01 1.566420927484635239e+00 3.263476946140950297e+00 1.739658370717576563e+00 7.302747616883473292e+00 1.500000000000000000e+00 2.375707818208823430e-01 1.041871165885102979e+00 1.020378027333550741e-03 6.214501750588031365e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.440235123780105431e-01 5.566618970578107728e+00 4.894008187479289340e+00 4.921333698357199110e-02 2.955674388491207338e+00 1.674985835035369339e-02 5.864261521719960069e-01 7.956562467464536881e-02
1.256707756380769467e+02 1.283134700255460103e+01 1.631534343961949185e+00 3.165043513192973279e+00 2.000000000000000000e+00 7.366421010850251250e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 5.990943337674799890e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.666117073259967385e-01 4.996955392476746027e+00 5.396723189680755262e+00 5.000000000000000278e-02 2.760102895055907446e+00 7.000000000000000666e-02 6.196137654319040511e-01 8.897926415922592647e-02
1.256814947473071697e+02 1.269714772031529115e+01 1.643806875489739916e+00 3.237777048089709009e+00 2.000000000000000000e+00 7.000372800813644325e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 7.165791049312916772e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.652913354168914051e-01 4.481019907003114255e+00 5.369169133007945405e+00 5.000000000000000278e-02 2.764325339160093709e+00 7.000000000000000666e-02 4.019419834561390736e-01 8.913862392028427950e-02
1.308955613391419774e+02 8.439225497467100823e+00 1.517931231915438994e+00 3.213365659423393250e+00 1.774402062093780152e+00 1.084940437100418542e+01 1.062340294602311497e+00 1.404619628135059251e-01 1.191992047246071440e+00 4.861587935932576779e-03 4.794031040240213232e-02 4.845486668782217517e-03 9.519611738793199232e-03 4.077687381828273283e-01 4.625956731036102276e+00 4.758062929023900267e+00 2.563295844142209415e-02 3.249788603989887559e+00 2.227454433023506875e-02 5.250325885659407055e-01 8.890821865267636848e-02
1.316942949825185565e+02 1.917827174421431735e+01 1.450597054928921770e+00 3.852516380500281556e+00 1.788261233067219180e+00 9.884272237018560503e+00 1.243717461321611317e+00 3.713973139659044187e-01 1.169236036214881924e+00 5.914221813260241156e-03 7.139177453678727248e-02 4.988294171648969232e-03 6.715198096236928496e-03 3.956583831025097253e-01 4.138826539777465285e+00 5.042363649552491722e+00 3.017187533988493695e-02 3.033214684765139335e+00 1.675423035749689510e-02 3.412086817490315171e-01 7.626335794221335285e-02
1.316111229675817640e+02 1.518882102825330804e+01 1.528350521701380416e+00 3.202578016176122144e+00 1.937807995103536074e+00 9.991131145908369149e+00 1.298455103139666944e+00 5.259220938861280947e-01 1.006301428350532268e+00 5.826910039722439996e-03 6.921978752840492188e-02 3.620103238994320811e-03 9.230069685020027281e-03 3.593079366963832788e-01 5.193795470839425832e+00 5.494819871086742857e+00 3.058265375770245417e-02 3.122764777631863886e+00 2.493558875837692188e-02 4.326079379309634709e-01 8.545120661569931275e-02
1.304596909880309568e+02 1.787735966742757654e+01 1.561082415468904028e+00 3.292482393433609378e+00 1.849388480196599405e+00 8.675307422750714537e+00 1.407089889435008345e+00 4.365473848638346532e-01 9.761753923635559937e-01 7.999998376035360320e-03 4.055673033263625799e-02 2.000000000000000042e-03 1.000000000000000021e-02 3.732739046143506711e-01 5.594396743159022911e+00 5.454903081953482946e+00 3.824302697430038284e-02 3.046291222637337981e+00 3.308603235087538563e-02 4.761916577275176476e-01 8.983790135088573492e-02
1.258334007113631543e+02 1.635083438552086932e+01 1.479173182762698824e+00 3.082256267256938465e+00 2.000000000000000000e+00 1.036693511789461652e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.810622834438832839e-03 4.920514088585237200e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.679926595928049715e-01 5.957948872766633208e+00 4.833290934530610095e+00 4.991714851101727163e-02 2.825530225674766527e+00 6.387970974097630095e-02 5.254948632697430400e-01 8.999999999999999667e-02
1.270870695970034490e+02 1.899123124753765879e+01 1.493950957193503237e+00 3.329546088665396031e+00 1.638576745542672963e+00 8.241714332762159145e+00 1.499999999942770224e+00 1.462591032881645214e-01 1.196644666824525638e+00 5.985437410985306253e-03 6.168546126642574651e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.564155243449725341e-01 4.176074467910576793e+00 4.780810039675695400e+00 4.906579086897840808e-02 2.814446918213226123e+00 6.407135305555808347e-02 2.906796230275687787e-01 8.941667400599238869e-02
1.257167282516131479e+02 1.689471302981021239e+01 1.447678151730674045e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.069152528709485672e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.974887747307559532e-03 6.426993992373694620e-02 4.746145636559708815e-03 1.000000000000000021e-02 3.705631155968691637e-01 5.958581762917307678e+00 4.641708678080786576e+00 5.000000000000000278e-02 2.880375833180637279e+00 5.439613729709338874e-02 3.691162764953215825e-01 8.999999999999999667e-02
1.265664211519637803e+02 1.299792617009292250e+01 1.625284599692684573e+00 3.059925929287815372e+00 1.998667765574171140e+00 8.616944264227534234e+00 1.500000000000000000e+00 9.018821815054348101e-02 1.050727975318998197e+00 2.677600065308975708e-03 3.959108359910580577e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.601404523464769025e-01 5.443332587667897293e+00 5.476162572461872102e+00 5.000000000000000278e-02 2.819452355959111589e+00 5.867853234341903479e-02 3.267744073433958563e-01 8.973546258362963268e-02
1.318504005380345063e+02 8.910518972392944548e+00 1.655051359546539036e+00 3.934390231298886320e+00 1.226915725158556736e+00 1.092367168727262339e+01 1.213200925770123284e+00 1.411315846807763841e-01 1.081349788272223611e+00 6.412193926018910917e-03 6.324701817532117631e-02 4.902345063103081581e-03 1.000000000000000021e-02 4.205076388827256317e-01 4.702314468102676059e+00 5.718761370106643760e+00 2.221029004628203088e-02 2.983082972791078369e+00 2.795658285934149792e-02 4.900317217010418114e-01 7.164341294668886972e-02
2.100589625322544407e+02 1.998725024345824153e+01 9.694569704959317136e-01 3.809800510865732015e+00 1.000000000000000000e+00 1.025164205410895057e+01 7.883115857072245936e-01 2.000000000000000000e+00 1.199999999999999956e+00 8.000000000000000167e-03 4.580879600636519194e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 5.841620317049443400e+00 6.000000000000000000e+00 8.000000000000000167e-03 3.466163271170141336e+00 1.000000000000000021e-02 6.084652501105146660e-01 8.999999999999999667e-02
1.315781321973512092e+02 9.515684990754541772e+00 1.776811628605730498e+00 3.699744760139718647e+00 1.342749055680936943e+00 1.052793729176035598e+01 1.467701917721900839e+00 1.576898012683548289e-01 6.349367042122180393e-01 2.908335240454275588e-03 4.527257065871265196e-02 3.615705085592937993e-03 1.000000000000000021e-02 3.542881746837295842e-01 4.781375324357240331e+00 5.635515202814249669e+00 3.671242232430229485e-02 3.132779779080443028e+00 1.604226172776107573e-02 2.599192839705705138e-01 8.937544126445784443e-02
1.270206350499882717e+02 1.574999093957524110e+01 1.441589059862324884e+00 3.232739997380485786e+00 1.999946599369669897e+00 1.099727120957449777e+01 1.499999810902143960e+00 8.000000000000000167e-02 1.000642687632301575e+00 1.018130905989000088e-03 4.796399046166395508e-02 4.905791419231414832e-03 1.000000000000000021e-02 3.573807935365539423e-01 4.898669910494859892e+00 4.111519037904119322e+00 4.967863963356853457e-02 3.118420656591298634e+00 1.000000000000000021e-02 5.071473778366559770e-01 8.809125355947283742e-02
1.266457003339027949e+02 1.344017473661191708e+01 1.627445287632524495e+00 3.000372967619826081e+00 2.000000000000000000e+00 8.635397762139644939e+00 1.500000000000000000e+00 8.044245567134399033e-02 1.108672121293567736e+00 1.000000000000000021e-03 4.289316087961504015e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.823499919251461265e-01 4.708117387234072027e+00 5.672020235503867802e+00 5.000000000000000278e-02 2.787343847597554269e+00 6.697339662114885905e-02 5.662359515403087018e-01 8.999999999999999667e-02
1.260199684678480594e+02 1.884118782346213905e+01 1.482345147574841926e+00 3.663256845183330057e+00 2.000000000000000000e+00 9.159742492884369369e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.744511185032674534e-03 5.225924919680214470e-02 4.851093795164744711e-03 1.000000000000000021e-02 3.607655055381668308e-01 5.001946112205914119e+00 4.880825228316061803e+00 4.781348155845541181e-02 2.768886113906068314e+00 7.000000000000000666e-02 4.157359843866197946e-01 8.913183909582379771e-02
1.265604163335775922e+02 1.343876125715104664e+01 1.492649618786162202e+00 3.372781919853097499e+00 2.000000000000000000e+00 1.083478895197376879e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 8.000000000000000167e-03 3.510446137516544385e-02 2.368304535160650932e-03 1.000000000000000021e-02 3.693043714574240632e-01 4.659489445417521303e+00 5.043112368965111614e+00 4.027889826604705292e-02 2.728839087490491533e+00 6.999999994665477565e-02 5.685551017716214961e-01 8.674324440119288160e-02
