0	16.05422
10	18.9006
20	16.91265
30	17.63554
40	16.14458
50	14.29217
60	14.38253
70	14.47289
80	13.75
90	13.34337
100	13.38855
110	16.5512
120	14.60843
130	16.18976
140	16.23494
150	15.01506
160	13.9759
170	13.34337
180	15.01506
190	26.12952
200	21.43072
210	22.96687
220	19.21687
230	18.31325
240	17.68072
250	23.37349
260	21.20482
270	21.97289
280	22.24398
290	25.27108
300	25.36145
310	25.58735
320	26.21988
330	25.45181
340	25.45181
350	27.48494
360	29.02108
370	27.75602
380	24.72892
390	23.50904
400	21.83735
410	20.66265
420	22.92169
430	25.54217
440	29.06627
450	34.44277
460	30.19578
470	27.3494
480	25.58735
490	25
500	22.87651
510	23.46386
520	21.34036
530	20.12048
540	18.71988
550	18.31325
560	21.15964
570	22.06325
580	23.01205
590	23.01205
600	24.14157
610	26.49096
620	26.53614
630	28.9759
640	28.70482
650	27.93675
660	27.53012
670	23.8253
680	22.28916
690	24.59337
700	24.18675
710	22.15361
720	25.04518
730	24.23193
740	27.5753
750	30.78313
760	33.94579
770	32.5
780	32.99699
790	29.06627
800	27.30422
810	24.72892
820	27.93675
830	30.69277
840	28.43373
850	25.67771
860	26.67169
870	24.59337
880	22.28916
890	18.53916
900	20.93373
910	18.99096
920	18.35843
930	19.21687
940	19.26205
950	26.62651
960	23.19277
970	23.37349
980	22.78614
990	24.45783
1000	20.21084
1010	20.39157
1020	19.57831
1030	17.54518
1040	18.26807
1050	18.62952
1060	17.09337
1070	18.40361
1080	19.44277
1090	16.37048
1100	18.49398
1110	18.94578
1120	21.29518
1130	19.53313
1140	20.97892
1150	20.39157
1160	21.4759
1170	19.03614
1180	17.13855
1190	16.0994
1200	15.1506
1210	15.46687
1220	15.91867
1230	16.28012
1240	17.68072
1250	18.53916
1260	16.77711
1270	17.59036
1280	24.18675
1290	14.87952
1300	16.91265
1310	16.00904
1320	16.95783
1330	16.05422
1340	16.3253
1350	16.46084
1360	16.95783
1370	16.00904
1380	18.40361
1390	17.22892
1400	18.26807
1410	18.71988
1420	16.41566
1430	15.24096
1440	14.42771
