0.12	11.60563
0.37	11.1831
0.62	9.521127
0.87	9.211267
1.12	9.239436
1.37	8.225352
1.62	8.957747
1.87	8.225352
2.12	8.957747
2.37	7.830986
2.62	7.71831
2.87	6.647887
3.12	6.197183
3.37	5.859155
3.62	5.43662
3.87	5.661972
4.12	5.12676
4.37	5.042253
4.62	4.535211
4.87	4.056338
5.12	3.859155
5.37	3.802817
5.62	3.915493
5.87	3.859155
6.12	3.830986
6.37	3.43662
6.62	3.014084
6.87	2.957747
7.12	2.901408
7.37	2.760563
7.62	2.732394
7.87	2.647887
8.12	2.788732
8.37	2.84507
8.62	3.014084
8.87	2.704225
9.12	3.859155
9.37	3.211267
9.62	4.478873
9.87	4.169014
10.12	4.591549
10.37	4.788733
10.62	5.12676
10.87	5.12676
11.12	5.15493
11.37	5.549296
11.62	6.732394
11.87	6.647887
12.12	6.929577
12.37	8
12.62	8.394366
12.87	9.295774
13.12	9.690141
13.37	10.42253
13.62	11.26761
13.87	12
14.12	12.78873
14.37	13.29577
14.62	14.61972
14.87	14.98592
15.12	13.83099
15.37	14.50704
15.62	17.60563
15.87	18.8169
16.12	18.25352
16.37	18.53521
16.62	17.2676
16.87	16.92958
17.12	15.80282
17.37	15.97183
17.62	15.71831
17.87	15.91549
18.12	15.52113
18.37	15.66197
18.62	15.26761
18.87	15.94366
19.12	14.61972
19.37	13.43662
19.62	12.73239
19.87	12.19718
20.12	11.94366
20.37	12.19718
20.62	12.61972
20.87	14.11268
21.12	13.6338
21.37	13.97183
21.62	12.33803
21.87	11.77465
22.12	11.40845
22.37	11.43662
22.62	12.42253
22.87	12.59155
23.12	14.14084
23.37	13.21127
23.62	12.73239
23.87	11.57746
