0	3.964179
10	4.155224
20	4.632836
30	4.131343
40	4.226866
50	4.01194
60	3.534328
70	3.510448
80	3.414925
90	3.152239
100	3.2
110	2.913433
120	3.2
130	3.152239
140	3.152239
150	3.510448
160	3.343284
170	2.531343
180	2.626866
190	3.677612
200	3.701493
210	3.367164
220	3.080597
230	2.674627
240	2.650746
250	3.629851
260	4.107463
270	3.916418
280	4.370149
290	6.185075
300	7.808955
310	7.498507
320	7.259702
330	7.808955
340	7.952239
350	6.280597
360	5.731343
370	5.229851
380	6.80597
390	5.468657
400	6.304478
410	6.567164
420	5.492537
430	8.238806
440	7.068657
450	7.068657
460	7.259702
470	7.426866
480	9.026866
490	8.501493
500	8.023881
510	8.549253
520	7.785075
530	7.426866
540	4.991045
550	6.041791
560	6.567164
570	6.949254
580	6.208955
590	5.826866
600	6.113433
610	5.850746
620	6.734328
630	6.471642
640	5.874627
650	8.78806
660	8.668656
670	8.38209
680	6.973135
690	6.137313
700	7.689552
710	6.901493
720	6.304478
730	6.208955
740	6.232836
750	7.140298
760	8.955224
770	8.764179
780	8.023881
790	8.405971
800	7.928358
810	6.686567
820	5.635821
830	7.164179
840	7.761194
850	6.423881
860	6.973135
870	6.471642
880	6.925373
890	7.402985
900	6.543283
910	5.683582
920	5.755224
930	4.465672
940	4.250746
950	4.131343
960	4.728358
970	4.919403
980	4.728358
990	5.635821
1000	5.540298
1010	3.940299
1020	4.704478
1030	4.704478
1040	5.779105
1050	4.656716
1060	4.226866
1070	4.346269
1080	4.131343
1090	4.847761
1100	5.038806
1110	4.107463
1120	5.253731
1130	6.423881
1140	3.558209
1150	4.035821
1160	3.60597
1170	3.892537
1180	3.032836
1190	3.104478
1200	2.81791
1210	2.81791
1220	3.438806
1230	3.510448
1240	5.540298
1250	5.253731
1260	3.797015
1270	2.841791
1280	2.531343
1290	3.152239
1300	2.698508
1310	2.937314
1320	2.889552
1330	2.889552
1340	2.650746
1350	2.722388
1360	2.459702
1370	2.602985
1380	2.937314
1390	3.128358
1400	3.534328
1410	2.459702
1420	2.220896
1430	2.435821
1440	2.077612
